DTI_CL_INDICADOR,Indicador,DTI_CL_TRIMESTRE_MOVIL,Trimestre Móvil,DTI_CL_REGION,Región,DTI_CL_SEXO,Sexo,Value,Flag Codes,Flags,Unidad
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V08,2018 jul-sep,CHL14,Región de Los Ríos,M,Hombres,31.0,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V07,2018 jun-ago,CHL14,Región de Los Ríos,M,Hombres,31.2,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V07,2018 jun-ago,CHL14,Región de Los Ríos,M,Hombres,30.7,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V04,2018 mar-may,CHL14,Región de Los Ríos,M,Hombres,31.5,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V04,2018 mar-may,CHL14,Región de Los Ríos,M,Hombres,31.4,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V06,2018 may-jul,CHL14,Región de Los Ríos,M,Hombres,31.2,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V06,2018 may-jul,CHL14,Región de Los Ríos,M,Hombres,30.8,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V12,2018 nov-ene,CHL14,Región de Los Ríos,M,Hombres,34.7,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V12,2018 nov-ene,CHL14,Región de Los Ríos,M,Hombres,34.6,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V11,2018 oct-dic,CHL14,Región de Los Ríos,M,Hombres,30.7,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V11,2018 oct-dic,CHL14,Región de Los Ríos,M,Hombres,30.1,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V10,2018 sep-nov,CHL14,Región de Los Ríos,M,Hombres,31.2,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V10,2018 sep-nov,CHL14,Región de Los Ríos,M,Hombres,30.4,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V05,2019 abr-jun,CHL14,Región de Los Ríos,M,Hombres,31.5,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V05,2019 abr-jun,CHL14,Región de Los Ríos,M,Hombres,32.2,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V09,2019 ago-oct,CHL14,Región de Los Ríos,M,Hombres,32.5,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V09,2019 ago-oct,CHL14,Región de Los Ríos,M,Hombres,31.8,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V01,2019 dic-feb,CHL14,Región de Los Ríos,M,Hombres,34.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V01,2019 dic-feb,CHL14,Región de Los Ríos,M,Hombres,34.5,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V02,2019 ene-mar,CHL14,Región de Los Ríos,M,Hombres,34.2,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V02,2019 ene-mar,CHL14,Región de Los Ríos,M,Hombres,35.1,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V03,2019 feb-abr,CHL14,Región de Los Ríos,M,Hombres,31.2,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V03,2019 feb-abr,CHL14,Región de Los Ríos,M,Hombres,32.6,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V08,2019 jul-sep,CHL14,Región de Los Ríos,M,Hombres,32.3,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V08,2019 jul-sep,CHL14,Región de Los Ríos,M,Hombres,31.9,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V07,2019 jun-ago,CHL14,Región de Los Ríos,M,Hombres,32.6,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V07,2019 jun-ago,CHL14,Región de Los Ríos,M,Hombres,32.7,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V04,2019 mar-may,CHL14,Región de Los Ríos,M,Hombres,30.6,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V04,2019 mar-may,CHL14,Región de Los Ríos,M,Hombres,32.1,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V06,2019 may-jul,CHL14,Región de Los Ríos,M,Hombres,32.3,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V06,2019 may-jul,CHL14,Región de Los Ríos,M,Hombres,32.4,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V12,2019 nov-ene,CHL14,Región de Los Ríos,M,Hombres,32.8,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V11,2019 oct-dic,CHL14,Región de Los Ríos,M,Hombres,34.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V11,2019 oct-dic,CHL14,Región de Los Ríos,M,Hombres,33.1,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V10,2019 sep-nov,CHL14,Región de Los Ríos,M,Hombres,32.9,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V10,2019 sep-nov,CHL14,Región de Los Ríos,M,Hombres,32.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2020-V05,2020 abr-jun,CHL14,Región de Los Ríos,M,Hombres,33.4,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2020-V09,2020 ago-oct,CHL14,Región de Los Ríos,M,Hombres,32.8,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2020-V01,2020 dic-feb,CHL14,Región de Los Ríos,M,Hombres,33.2,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2020-V02,2020 ene-mar,CHL14,Región de Los Ríos,M,Hombres,32.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2020-V03,2020 feb-abr,CHL14,Región de Los Ríos,M,Hombres,33.0,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2020-V08,2020 jul-sep,CHL14,Región de Los Ríos,M,Hombres,34.7,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2020-V07,2020 jun-ago,CHL14,Región de Los Ríos,M,Hombres,32.9,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2020-V04,2020 mar-may,CHL14,Región de Los Ríos,M,Hombres,33.4,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2020-V06,2020 may-jul,CHL14,Región de Los Ríos,M,Hombres,33.7,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2020-V12,2020 nov-ene,CHL14,Región de Los Ríos,M,Hombres,33.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2020-V11,2020 oct-dic,CHL14,Región de Los Ríos,M,Hombres,31.6,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2020-V10,2020 sep-nov,CHL14,Región de Los Ríos,M,Hombres,32.5,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2021-V05,2021 abr-jun,CHL14,Región de Los Ríos,M,Hombres,32.6,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2021-V09,2021 ago-oct,CHL14,Región de Los Ríos,M,Hombres,31.8,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2021-V01,2021 dic-feb,CHL14,Región de Los Ríos,M,Hombres,33.2,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2021-V02,2021 ene-mar,CHL14,Región de Los Ríos,M,Hombres,35.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2021-V03,2021 feb-abr,CHL14,Región de Los Ríos,M,Hombres,34.6,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2021-V08,2021 jul-sep,CHL14,Región de Los Ríos,M,Hombres,31.2,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2021-V07,2021 jun-ago,CHL14,Región de Los Ríos,M,Hombres,35.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2021-V04,2021 mar-may,CHL14,Región de Los Ríos,M,Hombres,32.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2021-V06,2021 may-jul,CHL14,Región de Los Ríos,M,Hombres,34.4,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2021-V12,2021 nov-ene,CHL14,Región de Los Ríos,M,Hombres,32.8,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2021-V11,2021 oct-dic,CHL14,Región de Los Ríos,M,Hombres,31.5,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2021-V10,2021 sep-nov,CHL14,Región de Los Ríos,M,Hombres,33.0,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2022-V05,2022 abr-jun,CHL14,Región de Los Ríos,M,Hombres,31.4,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2022-V09,2022 ago-oct,CHL14,Región de Los Ríos,M,Hombres,30.8,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2022-V01,2022 dic-feb,CHL14,Región de Los Ríos,M,Hombres,32.2,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2022-V02,2022 ene-mar,CHL14,Región de Los Ríos,M,Hombres,34.3,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2022-V03,2022 feb-abr,CHL14,Región de Los Ríos,M,Hombres,32.9,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2022-V08,2022 jul-sep,CHL14,Región de Los Ríos,M,Hombres,30.4,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2022-V07,2022 jun-ago,CHL14,Región de Los Ríos,M,Hombres,30.4,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2022-V04,2022 mar-may,CHL14,Región de Los Ríos,M,Hombres,30.6,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2022-V06,2022 may-jul,CHL14,Región de Los Ríos,M,Hombres,31.5,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2022-V12,2022 nov-ene,CHL14,Región de Los Ríos,M,Hombres,29.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2022-V11,2022 oct-dic,CHL14,Región de Los Ríos,M,Hombres,29.4,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2022-V10,2022 sep-nov,CHL14,Región de Los Ríos,M,Hombres,29.9,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2023-V05,2023 abr-jun,CHL14,Región de Los Ríos,M,Hombres,35.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2023-V09,2023 ago-oct,CHL14,Región de Los Ríos,M,Hombres,30.5,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2023-V01,2023 dic-feb,CHL14,Región de Los Ríos,M,Hombres,31.9,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2023-V02,2023 ene-mar,CHL14,Región de Los Ríos,M,Hombres,32.2,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2023-V03,2023 feb-abr,CHL14,Región de Los Ríos,M,Hombres,33.8,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2023-V08,2023 jul-sep,CHL14,Región de Los Ríos,M,Hombres,31.6,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2023-V07,2023 jun-ago,CHL14,Región de Los Ríos,M,Hombres,32.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2023-V04,2023 mar-may,CHL14,Región de Los Ríos,M,Hombres,34.9,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2023-V06,2023 may-jul,CHL14,Región de Los Ríos,M,Hombres,33.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2023-V12,2023 nov-ene,CHL14,Región de Los Ríos,M,Hombres,30.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2023-V11,2023 oct-dic,CHL14,Región de Los Ríos,M,Hombres,29.2,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2023-V10,2023 sep-nov,CHL14,Región de Los Ríos,M,Hombres,29.6,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2024-V01,2024 dic-feb,CHL14,Región de Los Ríos,M,Hombres,31.5,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2024-V02,2024 ene-mar,CHL14,Región de Los Ríos,M,Hombres,33.6,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2024-V03,2024 feb-abr,CHL14,Región de Los Ríos,M,Hombres,32.0,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2024-V04,2024 mar-may,CHL14,Región de Los Ríos,M,Hombres,31.1,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2017-V09,2017 ago-oct,CHL14,Región de Los Ríos,_T,Ambos sexos,35.7,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2017-V09,2017 ago-oct,CHL14,Región de Los Ríos,_T,Ambos sexos,35.3,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2017-V08,2017 jul-sep,CHL14,Región de Los Ríos,_T,Ambos sexos,34.6,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2017-V08,2017 jul-sep,CHL14,Región de Los Ríos,_T,Ambos sexos,34.8,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2017-V12,2017 nov-ene,CHL14,Región de Los Ríos,_T,Ambos sexos,33.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2017-V12,2017 nov-ene,CHL14,Región de Los Ríos,_T,Ambos sexos,32.8,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2017-V11,2017 oct-dic,CHL14,Región de Los Ríos,_T,Ambos sexos,33.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2017-V11,2017 oct-dic,CHL14,Región de Los Ríos,_T,Ambos sexos,32.5,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2017-V10,2017 sep-nov,CHL14,Región de Los Ríos,_T,Ambos sexos,34.3,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2017-V10,2017 sep-nov,CHL14,Región de Los Ríos,_T,Ambos sexos,33.4,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V05,2018 abr-jun,CHL14,Región de Los Ríos,_T,Ambos sexos,36.7,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V05,2018 abr-jun,CHL14,Región de Los Ríos,_T,Ambos sexos,36.9,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V09,2018 ago-oct,CHL14,Región de Los Ríos,_T,Ambos sexos,34.9,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V09,2018 ago-oct,CHL14,Región de Los Ríos,_T,Ambos sexos,34.1,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V01,2018 dic-feb,CHL14,Región de Los Ríos,_T,Ambos sexos,34.2,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V01,2018 dic-feb,CHL14,Región de Los Ríos,_T,Ambos sexos,33.8,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V02,2018 ene-mar,CHL14,Región de Los Ríos,_T,Ambos sexos,35.5,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V02,2018 ene-mar,CHL14,Región de Los Ríos,_T,Ambos sexos,35.3,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V03,2018 feb-abr,CHL14,Región de Los Ríos,_T,Ambos sexos,36.4,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V03,2018 feb-abr,CHL14,Región de Los Ríos,_T,Ambos sexos,36.2,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V08,2018 jul-sep,CHL14,Región de Los Ríos,_T,Ambos sexos,35.9,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V08,2018 jul-sep,CHL14,Región de Los Ríos,_T,Ambos sexos,35.5,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V07,2018 jun-ago,CHL14,Región de Los Ríos,_T,Ambos sexos,36.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V07,2018 jun-ago,CHL14,Región de Los Ríos,_T,Ambos sexos,35.9,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V04,2018 mar-may,CHL14,Región de Los Ríos,_T,Ambos sexos,36.2,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V04,2018 mar-may,CHL14,Región de Los Ríos,_T,Ambos sexos,36.1,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V06,2018 may-jul,CHL14,Región de Los Ríos,_T,Ambos sexos,36.4,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V06,2018 may-jul,CHL14,Región de Los Ríos,_T,Ambos sexos,36.3,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V12,2018 nov-ene,CHL14,Región de Los Ríos,_T,Ambos sexos,35.7,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V12,2018 nov-ene,CHL14,Región de Los Ríos,_T,Ambos sexos,35.4,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V11,2018 oct-dic,CHL14,Región de Los Ríos,_T,Ambos sexos,34.9,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V11,2018 oct-dic,CHL14,Región de Los Ríos,_T,Ambos sexos,34.3,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2018-V10,2018 sep-nov,CHL14,Región de Los Ríos,_T,Ambos sexos,35.5,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2018-V10,2018 sep-nov,CHL14,Región de Los Ríos,_T,Ambos sexos,34.8,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V05,2019 abr-jun,CHL14,Región de Los Ríos,_T,Ambos sexos,33.7,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V05,2019 abr-jun,CHL14,Región de Los Ríos,_T,Ambos sexos,33.6,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V09,2019 ago-oct,CHL14,Región de Los Ríos,_T,Ambos sexos,35.0,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V09,2019 ago-oct,CHL14,Región de Los Ríos,_T,Ambos sexos,34.2,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V01,2019 dic-feb,CHL14,Región de Los Ríos,_T,Ambos sexos,34.3,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V01,2019 dic-feb,CHL14,Región de Los Ríos,_T,Ambos sexos,34.6,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V02,2019 ene-mar,CHL14,Región de Los Ríos,_T,Ambos sexos,34.1,,,Porcentaje (%)
INF_TOI_NOAGRO_P2017,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2017),2019-V02,2019 ene-mar,CHL14,Región de Los Ríos,_T,Ambos sexos,35.0,,,Porcentaje (%)
INF_TOI_NOAGRO,Tasa de ocupación informal excluyendo al sector agropecuario (proyecciones base 2002),2019-V03,2019 feb-abr,CHL14,Región de Los Ríos,_T,Ambos sexos,32.2,,,Porcentaje (%)
