trimestre,region,sexo,nivel_educativo,ocupados_informales,ocupados_formales,ocupados_totales,tasa_informal
2024Q2,Aysén,Mujeres,Superior completa,4902,7376,12278,0.3992506922951621
2024Q3,Aysén,Mujeres,Superior completa,1969,3679,5648,0.34861898016997167
2024Q4,Aysén,Mujeres,Superior completa,7671,8103,15774,0.48630658044883984
2023Q1,Biobío,Hombres,Sin educación,6452,6314,12766,0.5054049819833933
2023Q2,Biobío,Hombres,Sin educación,2906,4882,7788,0.3731381612737545
2023Q3,Biobío,Hombres,Sin educación,2042,4403,6445,0.31683475562451513
2023Q4,Biobío,Hombres,Sin educación,4904,5578,10482,0.4678496470139286
2024Q1,Biobío,Hombres,Sin educación,1277,1891,3168,0.40309343434343436
2024Q2,Biobío,Hombres,Sin educación,5233,6093,11326,0.46203425746070986
2024Q3,Biobío,Hombres,Sin educación,9585,10968,20553,0.4663552766019559
2024Q4,Biobío,Hombres,Sin educación,4533,6868,11401,0.39759670204368036
2023Q1,Biobío,Hombres,Básica incompleta,7269,7158,14427,0.503846953628613
2023Q2,Biobío,Hombres,Básica incompleta,5330,9636,14966,0.3561405853267406
2023Q3,Biobío,Hombres,Básica incompleta,10495,13628,24123,0.4350619740496621
2023Q4,Biobío,Hombres,Básica incompleta,2428,3874,6302,0.3852745160266582
2024Q1,Biobío,Hombres,Básica incompleta,1773,1998,3771,0.4701670644391408
2024Q2,Biobío,Hombres,Básica incompleta,4870,9270,14140,0.3444130127298444
2024Q3,Biobío,Hombres,Básica incompleta,8784,8189,16973,0.5175278383314676
2024Q4,Biobío,Hombres,Básica incompleta,2627,4478,7105,0.3697396199859254
2023Q1,Biobío,Hombres,Básica completa,1349,1666,3015,0.4474295190713101
2023Q2,Biobío,Hombres,Básica completa,1517,1762,3279,0.4626410491003355
2023Q3,Biobío,Hombres,Básica completa,3206,4060,7266,0.441233140655106
2023Q4,Biobío,Hombres,Básica completa,2533,3678,6211,0.4078248269199807
2024Q1,Biobío,Hombres,Básica completa,9216,9627,18843,0.4890940932972457
2024Q2,Biobío,Hombres,Básica completa,1387,1621,3008,0.4611037234042553
2024Q3,Biobío,Hombres,Básica completa,8027,11939,19966,0.4020334568766904
2024Q4,Biobío,Hombres,Básica completa,6223,9814,16037,0.38804015713662154
2023Q1,Biobío,Hombres,Media incompleta,3909,7005,10914,0.35816382627817483
2023Q2,Biobío,Hombres,Media incompleta,3523,7807,11330,0.31094439541041485
2023Q3,Biobío,Hombres,Media incompleta,4921,7815,12736,0.3863850502512563
2023Q4,Biobío,Hombres,Media incompleta,1986,2250,4236,0.4688385269121813
2024Q1,Biobío,Hombres,Media incompleta,4915,5538,10453,0.4701999426002105
2024Q2,Biobío,Hombres,Media incompleta,8938,12928,21866,0.40876246227019114
2024Q3,Biobío,Hombres,Media incompleta,7095,8626,15721,0.45130716875516824
2024Q4,Biobío,Hombres,Media incompleta,1350,2798,4148,0.3254580520732883
2023Q1,Biobío,Hombres,Media completa,3475,3642,7117,0.48826752845299987
2023Q2,Biobío,Hombres,Media completa,1494,2846,4340,0.3442396313364055
2023Q3,Biobío,Hombres,Media completa,4019,7726,11745,0.34218816517667094
2023Q4,Biobío,Hombres,Media completa,5825,12012,17837,0.3265683691203678
2024Q1,Biobío,Hombres,Media completa,7787,9828,17615,0.44206642066420665
2024Q2,Biobío,Hombres,Media completa,4617,6741,11358,0.40649762282091917
2024Q3,Biobío,Hombres,Media completa,2270,4625,6895,0.3292240754169688
2024Q4,Biobío,Hombres,Media completa,6181,10697,16878,0.36621637634790855
2023Q1,Biobío,Hombres,Superior incompleta,7794,11032,18826,0.41400191224901733
2023Q2,Biobío,Hombres,Superior incompleta,7582,10887,18469,0.4105257458443879
2023Q3,Biobío,Hombres,Superior incompleta,831,2020,2851,0.2914766748509295
2023Q4,Biobío,Hombres,Superior incompleta,6809,8134,14943,0.45566485980057553
2024Q1,Biobío,Hombres,Superior incompleta,4428,7200,11628,0.38080495356037153
2024Q2,Biobío,Hombres,Superior incompleta,2100,1934,4034,0.5205751115518096
2024Q3,Biobío,Hombres,Superior incompleta,3426,6405,9831,0.34848947207812025
2024Q4,Biobío,Hombres,Superior incompleta,5641,7985,13626,0.4139879641861148
2023Q1,Biobío,Hombres,Superior completa,1308,1731,3039,0.43040473840078974
2023Q2,Biobío,Hombres,Superior completa,2120,2153,4273,0.49613854434823307
2023Q3,Biobío,Hombres,Superior completa,5753,7846,13599,0.42304581219207293
2023Q4,Biobío,Hombres,Superior completa,4763,5808,10571,0.4505723204994797
2024Q1,Biobío,Hombres,Superior completa,5360,5266,10626,0.5044231131187653
2024Q2,Biobío,Hombres,Superior completa,1197,2185,3382,0.3539325842696629
2024Q3,Biobío,Hombres,Superior completa,1694,3895,5589,0.30309536589729824
2024Q4,Biobío,Hombres,Superior completa,7160,10451,17611,0.4065640792686389
2023Q1,Biobío,Mujeres,Sin educación,3894,3648,7542,0.5163086714399363
2023Q2,Biobío,Mujeres,Sin educación,5771,10958,16729,0.3449698128997549
2023Q3,Biobío,Mujeres,Sin educación,5691,8974,14665,0.3880668257756563
2023Q4,Biobío,Mujeres,Sin educación,3607,4211,7818,0.461371194678946
2024Q1,Biobío,Mujeres,Sin educación,3273,8592,11865,0.27585335018963336
2024Q2,Biobío,Mujeres,Sin educación,2065,2947,5012,0.41201117318435754
2024Q3,Biobío,Mujeres,Sin educación,6061,11271,17332,0.3496999769213016
2024Q4,Biobío,Mujeres,Sin educación,1939,2892,4831,0.4013661767749948
2023Q1,Biobío,Mujeres,Básica incompleta,3637,4354,7991,0.4551370291578025
2023Q2,Biobío,Mujeres,Básica incompleta,7792,9345,17137,0.45468868530081114
2023Q3,Biobío,Mujeres,Básica incompleta,6712,9659,16371,0.4099932808014171
2023Q4,Biobío,Mujeres,Básica incompleta,660,1752,2412,0.2736318407960199
2024Q1,Biobío,Mujeres,Básica incompleta,3514,4658,8172,0.430004894762604
2024Q2,Biobío,Mujeres,Básica incompleta,6284,6174,12458,0.5044148338417082
2024Q3,Biobío,Mujeres,Básica incompleta,5434,8618,14052,0.38670651864503275
2024Q4,Biobío,Mujeres,Básica incompleta,7620,8224,15844,0.4809391567785913
2023Q1,Biobío,Mujeres,Básica completa,7784,7915,15699,0.4958277597299191
2023Q2,Biobío,Mujeres,Básica completa,6275,7897,14172,0.4427744848998024
2023Q3,Biobío,Mujeres,Básica completa,4210,6943,11153,0.37747691204160316
2023Q4,Biobío,Mujeres,Básica completa,4134,5983,10117,0.4086191558762479
2024Q1,Biobío,Mujeres,Básica completa,2518,4044,6562,0.3837244742456568
2024Q2,Biobío,Mujeres,Básica completa,8568,12134,20702,0.41387305574340644
2024Q3,Biobío,Mujeres,Básica completa,3930,3554,7484,0.5251202565473009
2024Q4,Biobío,Mujeres,Básica completa,2588,6401,8989,0.28790744242963623
2023Q1,Biobío,Mujeres,Media incompleta,1260,2616,3876,0.32507739938080493
2023Q2,Biobío,Mujeres,Media incompleta,2406,2954,5360,0.4488805970149254
2023Q3,Biobío,Mujeres,Media incompleta,8420,10838,19258,0.4372208952123793
2023Q4,Biobío,Mujeres,Media incompleta,7154,7712,14866,0.48123234225750033
2024Q1,Biobío,Mujeres,Media incompleta,2540,4180,6720,0.37797619047619047
2024Q2,Biobío,Mujeres,Media incompleta,5494,10074,15568,0.3529033915724563
2024Q3,Biobío,Mujeres,Media incompleta,6577,6300,12877,0.5107556107789081
2024Q4,Biobío,Mujeres,Media incompleta,691,1696,2387,0.2894847088395475
2023Q1,Biobío,Mujeres,Media completa,2969,6473,9442,0.31444609192967593
2023Q2,Biobío,Mujeres,Media completa,2851,4380,7231,0.39427465080901675
2023Q3,Biobío,Mujeres,Media completa,5255,6825,12080,0.43501655629139074
2023Q4,Biobío,Mujeres,Media completa,7960,11127,19087,0.41703777440142503
2024Q1,Biobío,Mujeres,Media completa,7440,7093,14533,0.5119383472097984
2024Q2,Biobío,Mujeres,Media completa,5119,7808,12927,0.39599288311286457
2024Q3,Biobío,Mujeres,Media completa,6950,10361,17311,0.40147882849055516
2024Q4,Biobío,Mujeres,Media completa,1468,2636,4104,0.35769980506822613
2023Q1,Biobío,Mujeres,Superior incompleta,7824,12330,20154,0.3882107770169693
2023Q2,Biobío,Mujeres,Superior incompleta,6658,9614,16272,0.40916912487708945
2023Q3,Biobío,Mujeres,Superior incompleta,4072,4754,8826,0.4613641513709495
2023Q4,Biobío,Mujeres,Superior incompleta,5370,6125,11495,0.46715963462374943
2024Q1,Biobío,Mujeres,Superior incompleta,1100,2832,3932,0.2797558494404883
2024Q2,Biobío,Mujeres,Superior incompleta,2213,2620,4833,0.4578936478377819
2024Q3,Biobío,Mujeres,Superior incompleta,2352,2497,4849,0.48504846360074244
2024Q4,Biobío,Mujeres,Superior incompleta,2857,3160,6017,0.47482133953797573
2023Q1,Biobío,Mujeres,Superior completa,8779,9646,18425,0.476472184531886
2023Q2,Biobío,Mujeres,Superior completa,4822,5285,10107,0.4770950826160087
2023Q3,Biobío,Mujeres,Superior completa,1641,1693,3334,0.4922015596880624
2023Q4,Biobío,Mujeres,Superior completa,4019,6624,10643,0.37761909236117636
2024Q1,Biobío,Mujeres,Superior completa,3096,5136,8232,0.3760932944606414
2024Q2,Biobío,Mujeres,Superior completa,4936,12174,17110,0.2884862653419053
2024Q3,Biobío,Mujeres,Superior completa,5346,10244,15590,0.34291212315586916
2024Q4,Biobío,Mujeres,Superior completa,2489,3613,6102,0.40789904949196987
2023Q1,Coquimbo,Hombres,Sin educación,815,2407,3222,0.25294847920546243
2023Q2,Coquimbo,Hombres,Sin educación,7943,9385,17328,0.4583910433979686
2023Q3,Coquimbo,Hombres,Sin educación,6161,9206,15367,0.4009240580464632
2023Q4,Coquimbo,Hombres,Sin educación,5023,7449,12472,0.4027421423989737
2024Q1,Coquimbo,Hombres,Sin educación,9748,10676,20424,0.4772816294555425
2024Q2,Coquimbo,Hombres,Sin educación,3078,3969,7047,0.4367816091954023
2024Q3,Coquimbo,Hombres,Sin educación,2741,3866,6607,0.4148630240653852
2024Q4,Coquimbo,Hombres,Sin educación,6375,12302,18677,0.34132890721207904
2023Q1,Coquimbo,Hombres,Básica incompleta,9618,8993,18611,0.5167911450217614
2023Q2,Coquimbo,Hombres,Básica incompleta,6178,10126,16304,0.37892541707556426
2023Q3,Coquimbo,Hombres,Básica incompleta,3519,8198,11717,0.300332849705556
2023Q4,Coquimbo,Hombres,Básica incompleta,10520,13890,24410,0.4309709135600164
2024Q1,Coquimbo,Hombres,Básica incompleta,4243,11741,15984,0.26545295295295296
2024Q2,Coquimbo,Hombres,Básica incompleta,1616,2079,3695,0.43734776725304464
2024Q3,Coquimbo,Hombres,Básica incompleta,6544,7284,13828,0.4732426959791727
2024Q4,Coquimbo,Hombres,Básica incompleta,7542,13140,20682,0.3646649260226284
2023Q1,Coquimbo,Hombres,Básica completa,8554,11347,19901,0.429827646851917
2023Q2,Coquimbo,Hombres,Básica completa,6713,7518,14231,0.4717166748647319
2023Q3,Coquimbo,Hombres,Básica completa,3947,8203,12150,0.3248559670781893
2023Q4,Coquimbo,Hombres,Básica completa,7044,9705,16749,0.42056242163711266
2024Q1,Coquimbo,Hombres,Básica completa,6480,6825,13305,0.48703494926719276
2024Q2,Coquimbo,Hombres,Básica completa,4614,7932,12546,0.367766618842659
2024Q3,Coquimbo,Hombres,Básica completa,6542,13995,20537,0.31854701270876956
2024Q4,Coquimbo,Hombres,Básica completa,5878,8992,14870,0.3952925353059852
2023Q1,Coquimbo,Hombres,Media incompleta,1795,2263,4058,0.44233612617052737
2023Q2,Coquimbo,Hombres,Media incompleta,9036,11120,20156,0.44830323476880335
2023Q3,Coquimbo,Hombres,Media incompleta,5316,7618,12934,0.41100974176588834
2023Q4,Coquimbo,Hombres,Media incompleta,6466,10167,16633,0.3887452654361811
2024Q1,Coquimbo,Hombres,Media incompleta,8622,9537,18159,0.47480588138113333
2024Q2,Coquimbo,Hombres,Media incompleta,4108,8150,12258,0.3351280796214717
2024Q3,Coquimbo,Hombres,Media incompleta,8435,10254,18689,0.451335009898871
2024Q4,Coquimbo,Hombres,Media incompleta,7365,11511,18876,0.39017800381436746
2023Q1,Coquimbo,Hombres,Media completa,7012,9231,16243,0.43169365265037246
2023Q2,Coquimbo,Hombres,Media completa,6465,10140,16605,0.3893405600722674
2023Q3,Coquimbo,Hombres,Media completa,4554,9640,14194,0.3208397914611808
2023Q4,Coquimbo,Hombres,Media completa,2011,4090,6101,0.3296180953941977
2024Q1,Coquimbo,Hombres,Media completa,4092,7733,11825,0.34604651162790695
2024Q2,Coquimbo,Hombres,Media completa,4571,11503,16074,0.28437227821326366
2024Q3,Coquimbo,Hombres,Media completa,5850,7096,12946,0.4518770276533292
2024Q4,Coquimbo,Hombres,Media completa,9118,8492,17610,0.5177739920499717
2023Q1,Coquimbo,Hombres,Superior incompleta,1950,3289,5239,0.37220843672456577
2023Q2,Coquimbo,Hombres,Superior incompleta,652,1813,2465,0.2645030425963489
2023Q3,Coquimbo,Hombres,Superior incompleta,8105,11520,19625,0.4129936305732484
2023Q4,Coquimbo,Hombres,Superior incompleta,6520,11753,18273,0.35681059486674327
2024Q1,Coquimbo,Hombres,Superior incompleta,1310,1520,2830,0.4628975265017668
2024Q2,Coquimbo,Hombres,Superior incompleta,2609,3515,6124,0.4260287393860222
2024Q3,Coquimbo,Hombres,Superior incompleta,3322,6400,9722,0.3416992388397449
2024Q4,Coquimbo,Hombres,Superior incompleta,2323,5815,8138,0.2854509707544851
2023Q1,Coquimbo,Hombres,Superior completa,6373,6478,12851,0.4959147148081861
2023Q2,Coquimbo,Hombres,Superior completa,9416,8372,17788,0.5293456262648977
2023Q3,Coquimbo,Hombres,Superior completa,1591,2582,4173,0.38126048406422236
2023Q4,Coquimbo,Hombres,Superior completa,5415,5628,11043,0.49035588155392557
2024Q1,Coquimbo,Hombres,Superior completa,3965,5513,9478,0.41833720194133783
2024Q2,Coquimbo,Hombres,Superior completa,7265,10340,17605,0.41266685600681624
2024Q3,Coquimbo,Hombres,Superior completa,2472,4457,6929,0.35676143743685956
2024Q4,Coquimbo,Hombres,Superior completa,3878,5652,9530,0.4069254984260231
2023Q1,Coquimbo,Mujeres,Sin educación,4149,10486,14635,0.28349846258968225
2023Q2,Coquimbo,Mujeres,Sin educación,3909,7485,11394,0.3430753027909426
2023Q3,Coquimbo,Mujeres,Sin educación,6072,9717,15789,0.38457153714611436
2023Q4,Coquimbo,Mujeres,Sin educación,3994,10637,14631,0.2729820244685941
2024Q1,Coquimbo,Mujeres,Sin educación,848,2039,2887,0.29373051610668516
2024Q2,Coquimbo,Mujeres,Sin educación,4029,7910,11939,0.33746544936761874
2024Q3,Coquimbo,Mujeres,Sin educación,6507,11125,17632,0.3690449183303085
2024Q4,Coquimbo,Mujeres,Sin educación,1180,1815,2995,0.39398998330550916
2023Q1,Coquimbo,Mujeres,Básica incompleta,3741,4197,7938,0.47127739984882844
2023Q2,Coquimbo,Mujeres,Básica incompleta,4111,6514,10625,0.38691764705882353
2023Q3,Coquimbo,Mujeres,Básica incompleta,5751,7570,13321,0.4317243450191427
2023Q4,Coquimbo,Mujeres,Básica incompleta,7998,13042,21040,0.38013307984790873
2024Q1,Coquimbo,Mujeres,Básica incompleta,5742,6493,12235,0.4693093583980384
2024Q2,Coquimbo,Mujeres,Básica incompleta,3175,5418,8593,0.3694867915745374
2024Q3,Coquimbo,Mujeres,Básica incompleta,2401,4034,6435,0.3731157731157731
2024Q4,Coquimbo,Mujeres,Básica incompleta,2613,3414,6027,0.4335490293678447
2023Q1,Coquimbo,Mujeres,Básica completa,4884,12376,17260,0.28296639629200465
2023Q2,Coquimbo,Mujeres,Básica completa,6061,7258,13319,0.4550641940085592
2023Q3,Coquimbo,Mujeres,Básica completa,2901,5578,8479,0.34213940323151315
2023Q4,Coquimbo,Mujeres,Básica completa,1611,2201,3812,0.4226128016789087
2024Q1,Coquimbo,Mujeres,Básica completa,2320,2106,4426,0.5241753276095797
2024Q2,Coquimbo,Mujeres,Básica completa,8668,10565,19233,0.4506837206884001
2024Q3,Coquimbo,Mujeres,Básica completa,10725,13180,23905,0.4486509098514955
2024Q4,Coquimbo,Mujeres,Básica completa,1213,3182,4395,0.27599544937428894
2023Q1,Coquimbo,Mujeres,Media incompleta,1918,3019,4937,0.3884950374721491
2023Q2,Coquimbo,Mujeres,Media incompleta,2208,3636,5844,0.37782340862423
2023Q3,Coquimbo,Mujeres,Media incompleta,4465,8201,12666,0.35251855360808465
2023Q4,Coquimbo,Mujeres,Media incompleta,1701,2282,3983,0.4270650263620387
2024Q1,Coquimbo,Mujeres,Media incompleta,4685,10564,15249,0.3072332611974556
2024Q2,Coquimbo,Mujeres,Media incompleta,2842,5477,8319,0.3416275994710903
2024Q3,Coquimbo,Mujeres,Media incompleta,3738,5773,9511,0.393018610030491
2024Q4,Coquimbo,Mujeres,Media incompleta,1244,1986,3230,0.3851393188854489
2023Q1,Coquimbo,Mujeres,Media completa,5875,6525,12400,0.4737903225806452
2023Q2,Coquimbo,Mujeres,Media completa,1580,2183,3763,0.41987775710868985
2023Q3,Coquimbo,Mujeres,Media completa,8593,9748,18341,0.4685131672209803
2023Q4,Coquimbo,Mujeres,Media completa,2090,2939,5029,0.41558958043348576
2024Q1,Coquimbo,Mujeres,Media completa,3229,6287,9516,0.33932324506094996
2024Q2,Coquimbo,Mujeres,Media completa,4214,6166,10380,0.40597302504816957
2024Q3,Coquimbo,Mujeres,Media completa,7552,9226,16778,0.45011324353319826
2024Q4,Coquimbo,Mujeres,Media completa,1282,1759,3041,0.42157185136468267
2023Q1,Coquimbo,Mujeres,Superior incompleta,2642,4179,6821,0.3873332355959537
2023Q2,Coquimbo,Mujeres,Superior incompleta,1366,2097,3463,0.3944556742708634
2023Q3,Coquimbo,Mujeres,Superior incompleta,4405,4276,8681,0.5074300195829974
2023Q4,Coquimbo,Mujeres,Superior incompleta,4471,5883,10354,0.43181379177129614
2024Q1,Coquimbo,Mujeres,Superior incompleta,3949,4707,8656,0.45621534195933455
2024Q2,Coquimbo,Mujeres,Superior incompleta,5101,6797,11898,0.4287275172297865
2024Q3,Coquimbo,Mujeres,Superior incompleta,3549,7852,11401,0.3112884834663626
2024Q4,Coquimbo,Mujeres,Superior incompleta,1676,2859,4535,0.3695700110253583
2023Q1,Coquimbo,Mujeres,Superior completa,4087,7031,11118,0.3676020867062421
2023Q2,Coquimbo,Mujeres,Superior completa,3275,7109,10384,0.31538906009244994
2023Q3,Coquimbo,Mujeres,Superior completa,2830,3186,6016,0.47041223404255317
2023Q4,Coquimbo,Mujeres,Superior completa,4361,10212,14573,0.2992520414465107
2024Q1,Coquimbo,Mujeres,Superior completa,3529,9521,13050,0.2704214559386973
2024Q2,Coquimbo,Mujeres,Superior completa,1074,1843,2917,0.36818649297223177
2024Q3,Coquimbo,Mujeres,Superior completa,7122,11324,18446,0.3860999674726228
2024Q4,Coquimbo,Mujeres,Superior completa,5486,7318,12804,0.42845985629490785
2023Q1,La Araucanía,Hombres,Sin educación,827,1336,2163,0.382339343504392
2023Q2,La Araucanía,Hombres,Sin educación,6916,6012,12928,0.5349628712871287
2023Q3,La Araucanía,Hombres,Sin educación,5753,9254,15007,0.383354434597188
2023Q4,La Araucanía,Hombres,Sin educación,4992,8962,13954,0.35774688261430415
2024Q1,La Araucanía,Hombres,Sin educación,2535,3407,5942,0.42662403231235274
2024Q2,La Araucanía,Hombres,Sin educación,1892,3280,5172,0.365815931941222
2024Q3,La Araucanía,Hombres,Sin educación,6858,8317,15175,0.45192751235584844
2024Q4,La Araucanía,Hombres,Sin educación,3153,4743,7896,0.3993161094224924
2023Q1,La Araucanía,Hombres,Básica incompleta,5138,7040,12178,0.42190835933650844
2023Q2,La Araucanía,Hombres,Básica incompleta,1960,3319,5279,0.3712824398560333
2023Q3,La Araucanía,Hombres,Básica incompleta,3954,5543,9497,0.41634200273770666
2023Q4,La Araucanía,Hombres,Básica incompleta,1239,2617,3856,0.32131742738589214
2024Q1,La Araucanía,Hombres,Básica incompleta,5221,10693,15914,0.3280759080055297
2024Q2,La Araucanía,Hombres,Básica incompleta,1083,1811,2894,0.37422252937111267
2024Q3,La Araucanía,Hombres,Básica incompleta,6047,8941,14988,0.40345609821190287
2024Q4,La Araucanía,Hombres,Básica incompleta,2535,2998,5533,0.45816013012832096
2023Q1,La Araucanía,Hombres,Básica completa,7305,14404,21709,0.33649638398820764
2023Q2,La Araucanía,Hombres,Básica completa,6130,9963,16093,0.3809109550736345
2023Q3,La Araucanía,Hombres,Básica completa,5326,8640,13966,0.3813547186023199
2023Q4,La Araucanía,Hombres,Básica completa,1254,2667,3921,0.31981637337413926
2024Q1,La Araucanía,Hombres,Básica completa,1420,1827,3247,0.4373267631659994
2024Q2,La Araucanía,Hombres,Básica completa,9246,13942,23188,0.39874072796273935
2024Q3,La Araucanía,Hombres,Básica completa,5050,8248,13298,0.37975635433899835
2024Q4,La Araucanía,Hombres,Básica completa,3011,5512,8523,0.3532793617270914
2023Q1,La Araucanía,Hombres,Media incompleta,2719,7409,10128,0.26846366508688785
2023Q2,La Araucanía,Hombres,Media incompleta,1816,1983,3799,0.4780205317188734
2023Q3,La Araucanía,Hombres,Media incompleta,5860,6325,12185,0.4809191629052113
2023Q4,La Araucanía,Hombres,Media incompleta,4659,6214,10873,0.4284925963395567
2024Q1,La Araucanía,Hombres,Media incompleta,1294,1555,2849,0.4541944541944542
2024Q2,La Araucanía,Hombres,Media incompleta,9582,12930,22512,0.4256396588486141
2024Q3,La Araucanía,Hombres,Media incompleta,3550,5330,8880,0.3997747747747748
2024Q4,La Araucanía,Hombres,Media incompleta,1871,4202,6073,0.308084966244031
2023Q1,La Araucanía,Hombres,Media completa,2846,4574,7420,0.3835579514824798
2023Q2,La Araucanía,Hombres,Media completa,2986,3784,6770,0.44106351550960116
2023Q3,La Araucanía,Hombres,Media completa,1883,1896,3779,0.4982799682455676
2023Q4,La Araucanía,Hombres,Media completa,4160,10102,14262,0.29168419576496984
2024Q1,La Araucanía,Hombres,Media completa,5422,7795,13217,0.4102292502080654
2024Q2,La Araucanía,Hombres,Media completa,5083,9636,14719,0.34533596032339153
2024Q3,La Araucanía,Hombres,Media completa,5275,5841,11116,0.4745412018711767
2024Q4,La Araucanía,Hombres,Media completa,5544,10727,16271,0.34072890418536045
2023Q1,La Araucanía,Hombres,Superior incompleta,1897,4197,6094,0.3112897932392517
2023Q2,La Araucanía,Hombres,Superior incompleta,7001,12085,19086,0.3668133710573195
2023Q3,La Araucanía,Hombres,Superior incompleta,6989,8950,15939,0.43848422109291674
2023Q4,La Araucanía,Hombres,Superior incompleta,2292,3300,5592,0.40987124463519314
2024Q1,La Araucanía,Hombres,Superior incompleta,3815,5425,9240,0.4128787878787879
2024Q2,La Araucanía,Hombres,Superior incompleta,1157,1279,2436,0.47495894909688013
2024Q3,La Araucanía,Hombres,Superior incompleta,4138,6856,10994,0.37638712024740767
2024Q4,La Araucanía,Hombres,Superior incompleta,559,1507,2066,0.27057115198451115
2023Q1,La Araucanía,Hombres,Superior completa,2896,5178,8074,0.35868218974486005
2023Q2,La Araucanía,Hombres,Superior completa,5162,10452,15614,0.33060074292301783
2023Q3,La Araucanía,Hombres,Superior completa,2469,2944,5413,0.4561241455754665
2023Q4,La Araucanía,Hombres,Superior completa,2117,3145,5262,0.40231851007221586
2024Q1,La Araucanía,Hombres,Superior completa,7222,8517,15739,0.45886015629963783
2024Q2,La Araucanía,Hombres,Superior completa,1830,3771,5601,0.32672737011247993
2024Q3,La Araucanía,Hombres,Superior completa,4672,4417,9089,0.5140279458686324
2024Q4,La Araucanía,Hombres,Superior completa,4834,4842,9676,0.4995866060355519
2023Q1,La Araucanía,Mujeres,Sin educación,4765,6825,11590,0.411130284728214
2023Q2,La Araucanía,Mujeres,Sin educación,7501,10353,17854,0.4201299428699451
2023Q3,La Araucanía,Mujeres,Sin educación,9308,9062,18370,0.5066956995100708
2023Q4,La Araucanía,Mujeres,Sin educación,1996,2920,4916,0.40602115541090317
2024Q1,La Araucanía,Mujeres,Sin educación,2850,4521,7371,0.38665038665038665
2024Q2,La Araucanía,Mujeres,Sin educación,8386,11445,19831,0.4228732792093187
2024Q3,La Araucanía,Mujeres,Sin educación,4595,8431,13026,0.352756026408721
2024Q4,La Araucanía,Mujeres,Sin educación,5583,7759,13342,0.41845300554639486
2023Q1,La Araucanía,Mujeres,Básica incompleta,6919,6850,13769,0.5025056285859539
2023Q2,La Araucanía,Mujeres,Básica incompleta,4491,8345,12836,0.3498753505765036
2023Q3,La Araucanía,Mujeres,Básica incompleta,2253,3811,6064,0.3715369393139842
2023Q4,La Araucanía,Mujeres,Básica incompleta,3803,8757,12560,0.30278662420382163
2024Q1,La Araucanía,Mujeres,Básica incompleta,7296,12291,19587,0.37249195895236636
2024Q2,La Araucanía,Mujeres,Básica incompleta,8451,11865,20316,0.4159775546367395
2024Q3,La Araucanía,Mujeres,Básica incompleta,6720,8139,14859,0.4522511609125782
2024Q4,La Araucanía,Mujeres,Básica incompleta,4045,5954,9999,0.40454045404540456
2023Q1,La Araucanía,Mujeres,Básica completa,1789,2836,4625,0.3868108108108108
2023Q2,La Araucanía,Mujeres,Básica completa,3417,5932,9349,0.3654936356829607
2023Q3,La Araucanía,Mujeres,Básica completa,6128,7889,14017,0.437183420132696
2023Q4,La Araucanía,Mujeres,Básica completa,2310,3661,5971,0.38686987104337633
2024Q1,La Araucanía,Mujeres,Básica completa,3720,4415,8135,0.45728334357713585
2024Q2,La Araucanía,Mujeres,Básica completa,2940,4315,7255,0.40523776705720194
2024Q3,La Araucanía,Mujeres,Básica completa,1387,2277,3664,0.3785480349344978
2024Q4,La Araucanía,Mujeres,Básica completa,1282,1279,2561,0.5005857087075362
2023Q1,La Araucanía,Mujeres,Media incompleta,3589,4838,8427,0.4258929630948143
2023Q2,La Araucanía,Mujeres,Media incompleta,6516,12773,19289,0.3378091140027995
2023Q3,La Araucanía,Mujeres,Media incompleta,5136,4634,9770,0.5256908904810644
2023Q4,La Araucanía,Mujeres,Media incompleta,1683,4458,6141,0.2740595994137763
2024Q1,La Araucanía,Mujeres,Media incompleta,6229,10757,16986,0.36671376427646296
2024Q2,La Araucanía,Mujeres,Media incompleta,6712,6291,13003,0.5161885718680305
2024Q3,La Araucanía,Mujeres,Media incompleta,5196,12141,17337,0.29970583145872987
2024Q4,La Araucanía,Mujeres,Media incompleta,4425,8036,12461,0.35510793676269964
2023Q1,La Araucanía,Mujeres,Media completa,8240,10264,18504,0.4453091223519239
2023Q2,La Araucanía,Mujeres,Media completa,4229,3745,7974,0.5303486330574366
2023Q3,La Araucanía,Mujeres,Media completa,5474,12759,18233,0.3002248669993967
2023Q4,La Araucanía,Mujeres,Media completa,4823,8333,13156,0.366600790513834
2024Q1,La Araucanía,Mujeres,Media completa,2902,5864,8766,0.33105179101072324
2024Q2,La Araucanía,Mujeres,Media completa,583,1492,2075,0.2809638554216867
2024Q3,La Araucanía,Mujeres,Media completa,5255,7242,12497,0.420500920220853
2024Q4,La Araucanía,Mujeres,Media completa,4171,9661,13832,0.3015471370734529
2023Q1,La Araucanía,Mujeres,Superior incompleta,7715,9079,16794,0.4593902584256282
2023Q2,La Araucanía,Mujeres,Superior incompleta,2765,5560,8325,0.3321321321321321
2023Q3,La Araucanía,Mujeres,Superior incompleta,8297,10982,19279,0.43036464546916336
2023Q4,La Araucanía,Mujeres,Superior incompleta,8462,12393,20855,0.40575401582354353
2024Q1,La Araucanía,Mujeres,Superior incompleta,2755,6168,8923,0.3087526616608764
2024Q2,La Araucanía,Mujeres,Superior incompleta,1081,1831,2912,0.3712225274725275
